Time differences of all IDs

data structure: (cam 1, id 1), (cam 2, id 2), (time diff)
((17, 5), (20, 3 ), (52))
((17, 5), (20, 4 ), (140))
((17, 5), (20, 5 ), (169))
((17, 5), (20, 6 ), (198))
((17, 5), (20, 8 ), (286))
((17, 5), (20, 9 ), (287))
((17, 8), (18, 1 ), (173))
((17, 8), (18, 2 ), (167))
((17, 8), (18, 3 ), (152))
((17, 8), (18, 4 ), (9))
((17, 8), (18, 5 ), (22))
((17, 8), (18, 7 ), (172))
((17, 8), (18, 8 ), (356))
((17, 8), (18, 9 ), (397))
((17, 8), (19, 1 ), (177))
((17, 8), (19, 4 ), (16))
((17, 8), (19, 5 ), (87))
((17, 8), (19, 6 ), (198))
((17, 8), (19, 7 ), (229))
((17, 8), (19, 8 ), (244))
((17, 8), (20, 1 ), (179))
((17, 8), (20, 10 ), (110))
((17, 8), (20, 11 ), (202))
((17, 8), (20, 12 ), (282))
((17, 8), (20, 13 ), (282))
((17, 8), (20, 14 ), (282))
((17, 8), (20, 15 ), (292))
((17, 8), (20, 16 ), (315))
((17, 8), (20, 17 ), (320))
((17, 8), (20, 18 ), (391))
((17, 8), (20, 19 ), (348))
((17, 8), (20, 2 ), (151))
((17, 8), (20, 20 ), (350))
((17, 8), (20, 3 ), (125))
((17, 8), (20, 4 ), (37))
((17, 8), (20, 5 ), (8))
((17, 8), (20, 6 ), (21))
((17, 8), (20, 8 ), (109))
((17, 8), (20, 9 ), (110))
((18, 1), (19, 1 ), (4))
((18, 1), (19, 4 ), (189))
((18, 1), (19, 5 ), (260))
((18, 1), (19, 6 ), (371))
((18, 1), (19, 7 ), (402))
((18, 1), (19, 8 ), (417))
((18, 2), (19, 1 ), (10))
((18, 2), (19, 4 ), (183))
((18, 2), (19, 5 ), (254))
((18, 2), (19, 6 ), (365))
((18, 2), (19, 7 ), (396))
((18, 2), (19, 8 ), (411))
((18, 3), (19, 1 ), (25))
((18, 3), (19, 4 ), (168))
((18, 3), (19, 5 ), (239))
((18, 3), (19, 6 ), (350))
((18, 3), (19, 7 ), (381))
((18, 3), (19, 8 ), (396))
((18, 4), (19, 1 ), (168))
((18, 4), (19, 4 ), (25))
((18, 4), (19, 5 ), (96))
((18, 4), (19, 6 ), (207))
((18, 4), (19, 7 ), (238))
((18, 4), (19, 8 ), (253))
((18, 5), (19, 1 ), (199))
((18, 5), (19, 4 ), (6))
((18, 5), (19, 5 ), (65))
((18, 5), (19, 6 ), (176))
((18, 5), (19, 7 ), (207))
((18, 5), (19, 8 ), (222))
((18, 7), (19, 1 ), (349))
((18, 7), (19, 4 ), (156))
((18, 7), (19, 5 ), (85))
((18, 7), (19, 6 ), (26))
((18, 7), (19, 7 ), (57))
((18, 7), (19, 8 ), (72))
((18, 8), (19, 1 ), (533))
((18, 8), (19, 4 ), (340))
((18, 8), (19, 5 ), (269))
((18, 8), (19, 6 ), (158))
((18, 8), (19, 7 ), (127))
((18, 8), (19, 8 ), (112))
((18, 9), (19, 1 ), (574))
((18, 9), (19, 4 ), (381))
((18, 9), (19, 5 ), (310))
((18, 9), (19, 6 ), (199))
((18, 9), (19, 7 ), (168))
((18, 9), (19, 8 ), (153))
((19, 1), (20, 1 ), (2))
((19, 1), (20, 10 ), (287))
((19, 1), (20, 11 ), (379))
((19, 1), (20, 12 ), (459))
((19, 1), (20, 13 ), (459))
((19, 1), (20, 14 ), (459))
((19, 1), (20, 15 ), (469))
((19, 1), (20, 16 ), (492))
((19, 1), (20, 17 ), (497))
((19, 1), (20, 18 ), (568))
((19, 1), (20, 19 ), (525))
((19, 1), (20, 2 ), (26))
((19, 1), (20, 20 ), (527))
((19, 1), (20, 3 ), (52))
((19, 1), (20, 4 ), (140))
((19, 1), (20, 5 ), (169))
((19, 1), (20, 6 ), (198))
((19, 1), (20, 8 ), (286))
((19, 1), (20, 9 ), (287))
((19, 1), (21, 1 ), (14))
((19, 1), (21, 10 ), (149))
((19, 1), (21, 11 ), (167))
((19, 1), (21, 12 ), (188))
((19, 1), (21, 13 ), (242))
((19, 1), (21, 14 ), (189))
((19, 1), (21, 15 ), (296))
((19, 1), (21, 16 ), (293))
((19, 1), (21, 17 ), (309))
((19, 1), (21, 18 ), (313))
((19, 1), (21, 19 ), (315))
((19, 1), (21, 2 ), (15))
((19, 1), (21, 20 ), (315))
((19, 1), (21, 22 ), (353))
((19, 1), (21, 23 ), (413))
((19, 1), (21, 24 ), (440))
((19, 1), (21, 25 ), (440))
((19, 1), (21, 26 ), (434))
((19, 1), (21, 27 ), (463))
((19, 1), (21, 28 ), (474))
((19, 1), (21, 29 ), (473))
((19, 1), (21, 30 ), (478))
((19, 1), (21, 31 ), (489))
((19, 1), (21, 32 ), (506))
((19, 1), (21, 33 ), (510))
((19, 1), (21, 34 ), (522))
((19, 1), (21, 35 ), (548))
((19, 1), (21, 36 ), (552))
((19, 1), (21, 37 ), (595))
((19, 1), (21, 38 ), (100))
((19, 1), (21, 39 ), (123))
((19, 1), (21, 5 ), (55))
((19, 1), (21, 7 ), (81))
((19, 4), (20, 1 ), (195))
((19, 4), (20, 10 ), (94))
((19, 4), (20, 11 ), (186))
((19, 4), (20, 12 ), (266))
((19, 4), (20, 13 ), (266))
((19, 4), (20, 14 ), (266))
((19, 4), (20, 15 ), (276))
((19, 4), (20, 16 ), (299))
((19, 4), (20, 17 ), (304))
((19, 4), (20, 18 ), (375))
((19, 4), (20, 19 ), (332))
((19, 4), (20, 2 ), (167))
((19, 4), (20, 20 ), (334))
((19, 4), (20, 3 ), (141))
((19, 4), (20, 4 ), (53))
((19, 4), (20, 5 ), (24))
((19, 4), (20, 6 ), (5))
((19, 4), (20, 8 ), (93))
((19, 4), (20, 9 ), (94))
((19, 4), (21, 1 ), (179))
((19, 4), (21, 10 ), (44))
((19, 4), (21, 11 ), (26))
((19, 4), (21, 12 ), (5))
((19, 4), (21, 13 ), (49))
((19, 4), (21, 14 ), (4))
((19, 4), (21, 15 ), (103))
((19, 4), (21, 16 ), (100))
((19, 4), (21, 17 ), (116))
((19, 4), (21, 18 ), (120))
((19, 4), (21, 19 ), (122))
((19, 4), (21, 2 ), (178))
((19, 4), (21, 20 ), (122))
((19, 4), (21, 22 ), (160))
((19, 4), (21, 23 ), (220))
((19, 4), (21, 24 ), (247))
((19, 4), (21, 25 ), (247))
((19, 4), (21, 26 ), (241))
((19, 4), (21, 27 ), (270))
((19, 4), (21, 28 ), (281))
((19, 4), (21, 29 ), (280))
((19, 4), (21, 30 ), (285))
((19, 4), (21, 31 ), (296))
((19, 4), (21, 32 ), (313))
((19, 4), (21, 33 ), (317))
((19, 4), (21, 34 ), (329))
((19, 4), (21, 35 ), (355))
((19, 4), (21, 36 ), (359))
((19, 4), (21, 37 ), (402))
((19, 4), (21, 38 ), (93))
((19, 4), (21, 39 ), (70))
((19, 4), (21, 5 ), (138))
((19, 4), (21, 7 ), (112))
((19, 5), (20, 1 ), (266))
((19, 5), (20, 10 ), (23))
((19, 5), (20, 11 ), (115))
((19, 5), (20, 12 ), (195))
((19, 5), (20, 13 ), (195))
((19, 5), (20, 14 ), (195))
((19, 5), (20, 15 ), (205))
((19, 5), (20, 16 ), (228))
((19, 5), (20, 17 ), (233))
((19, 5), (20, 18 ), (304))
((19, 5), (20, 19 ), (261))
((19, 5), (20, 2 ), (238))
((19, 5), (20, 20 ), (263))
((19, 5), (20, 3 ), (212))
((19, 5), (20, 4 ), (124))
((19, 5), (20, 5 ), (95))
((19, 5), (20, 6 ), (66))
((19, 5), (20, 8 ), (22))
((19, 5), (20, 9 ), (23))
((19, 5), (21, 1 ), (250))
((19, 5), (21, 10 ), (115))
((19, 5), (21, 11 ), (97))
((19, 5), (21, 12 ), (76))
((19, 5), (21, 13 ), (22))
((19, 5), (21, 14 ), (75))
((19, 5), (21, 15 ), (32))
((19, 5), (21, 16 ), (29))
((19, 5), (21, 17 ), (45))
((19, 5), (21, 18 ), (49))
((19, 5), (21, 19 ), (51))
((19, 5), (21, 2 ), (249))
((19, 5), (21, 20 ), (51))
((19, 5), (21, 22 ), (89))
((19, 5), (21, 23 ), (149))
((19, 5), (21, 24 ), (176))
((19, 5), (21, 25 ), (176))
((19, 5), (21, 26 ), (170))
((19, 5), (21, 27 ), (199))
((19, 5), (21, 28 ), (210))
((19, 5), (21, 29 ), (209))
((19, 5), (21, 30 ), (214))
((19, 5), (21, 31 ), (225))
((19, 5), (21, 32 ), (242))
((19, 5), (21, 33 ), (246))
((19, 5), (21, 34 ), (258))
((19, 5), (21, 35 ), (284))
((19, 5), (21, 36 ), (288))
((19, 5), (21, 37 ), (331))
((19, 5), (21, 38 ), (164))
((19, 5), (21, 39 ), (141))
((19, 5), (21, 5 ), (209))
((19, 5), (21, 7 ), (183))
((19, 6), (20, 1 ), (377))
((19, 6), (20, 10 ), (88))
((19, 6), (20, 11 ), (4))
((19, 6), (20, 12 ), (84))
((19, 6), (20, 13 ), (84))
((19, 6), (20, 14 ), (84))
((19, 6), (20, 15 ), (94))
((19, 6), (20, 16 ), (117))
((19, 6), (20, 17 ), (122))
((19, 6), (20, 18 ), (193))
((19, 6), (20, 19 ), (150))
((19, 6), (20, 2 ), (349))
((19, 6), (20, 20 ), (152))
((19, 6), (20, 3 ), (323))
((19, 6), (20, 4 ), (235))
((19, 6), (20, 5 ), (206))
((19, 6), (20, 6 ), (177))
((19, 6), (20, 8 ), (89))
((19, 6), (20, 9 ), (88))
((19, 6), (21, 1 ), (361))
((19, 6), (21, 10 ), (226))
((19, 6), (21, 11 ), (208))
((19, 6), (21, 12 ), (187))
((19, 6), (21, 13 ), (133))
((19, 6), (21, 14 ), (186))
((19, 6), (21, 15 ), (79))
((19, 6), (21, 16 ), (82))
((19, 6), (21, 17 ), (66))
((19, 6), (21, 18 ), (62))
((19, 6), (21, 19 ), (60))
((19, 6), (21, 2 ), (360))
((19, 6), (21, 20 ), (60))
((19, 6), (21, 22 ), (22))
((19, 6), (21, 23 ), (38))
((19, 6), (21, 24 ), (65))
((19, 6), (21, 25 ), (65))
((19, 6), (21, 26 ), (59))
((19, 6), (21, 27 ), (88))
((19, 6), (21, 28 ), (99))
((19, 6), (21, 29 ), (98))
((19, 6), (21, 30 ), (103))
((19, 6), (21, 31 ), (114))
((19, 6), (21, 32 ), (131))
((19, 6), (21, 33 ), (135))
((19, 6), (21, 34 ), (147))
((19, 6), (21, 35 ), (173))
((19, 6), (21, 36 ), (177))
((19, 6), (21, 37 ), (220))
((19, 6), (21, 38 ), (275))
((19, 6), (21, 39 ), (252))
((19, 6), (21, 5 ), (320))
((19, 6), (21, 7 ), (294))
((19, 7), (20, 1 ), (408))
((19, 7), (20, 10 ), (119))
((19, 7), (20, 11 ), (27))
((19, 7), (20, 12 ), (53))
((19, 7), (20, 13 ), (53))
((19, 7), (20, 14 ), (53))
((19, 7), (20, 15 ), (63))
((19, 7), (20, 16 ), (86))
((19, 7), (20, 17 ), (91))
((19, 7), (20, 18 ), (162))
((19, 7), (20, 19 ), (119))
((19, 7), (20, 2 ), (380))
((19, 7), (20, 20 ), (121))
((19, 7), (20, 3 ), (354))
((19, 7), (20, 4 ), (266))
((19, 7), (20, 5 ), (237))
((19, 7), (20, 6 ), (208))
((19, 7), (20, 8 ), (120))
((19, 7), (20, 9 ), (119))
((19, 7), (21, 1 ), (392))
((19, 7), (21, 10 ), (257))
((19, 7), (21, 11 ), (239))
((19, 7), (21, 12 ), (218))
((19, 7), (21, 13 ), (164))
((19, 7), (21, 14 ), (217))
((19, 7), (21, 15 ), (110))
((19, 7), (21, 16 ), (113))
((19, 7), (21, 17 ), (97))
((19, 7), (21, 18 ), (93))
((19, 7), (21, 19 ), (91))
((19, 7), (21, 2 ), (391))
((19, 7), (21, 20 ), (91))
((19, 7), (21, 22 ), (53))
((19, 7), (21, 23 ), (7))
((19, 7), (21, 24 ), (34))
((19, 7), (21, 25 ), (34))
((19, 7), (21, 26 ), (28))
((19, 7), (21, 27 ), (57))
((19, 7), (21, 28 ), (68))
((19, 7), (21, 29 ), (67))
((19, 7), (21, 30 ), (72))
((19, 7), (21, 31 ), (83))
((19, 7), (21, 32 ), (100))
((19, 7), (21, 33 ), (104))
((19, 7), (21, 34 ), (116))
((19, 7), (21, 35 ), (142))
((19, 7), (21, 36 ), (146))
((19, 7), (21, 37 ), (189))
((19, 7), (21, 38 ), (306))
((19, 7), (21, 39 ), (283))
((19, 7), (21, 5 ), (351))
((19, 7), (21, 7 ), (325))
((19, 8), (20, 1 ), (423))
((19, 8), (20, 10 ), (134))
((19, 8), (20, 11 ), (42))
((19, 8), (20, 12 ), (38))
((19, 8), (20, 13 ), (38))
((19, 8), (20, 14 ), (38))
((19, 8), (20, 15 ), (48))
((19, 8), (20, 16 ), (71))
((19, 8), (20, 17 ), (76))
((19, 8), (20, 18 ), (147))
((19, 8), (20, 19 ), (104))
((19, 8), (20, 2 ), (395))
((19, 8), (20, 20 ), (106))
((19, 8), (20, 3 ), (369))
((19, 8), (20, 4 ), (281))
((19, 8), (20, 5 ), (252))
((19, 8), (20, 6 ), (223))
((19, 8), (20, 8 ), (135))
((19, 8), (20, 9 ), (134))
((19, 8), (21, 1 ), (407))
((19, 8), (21, 10 ), (272))
((19, 8), (21, 11 ), (254))
((19, 8), (21, 12 ), (233))
((19, 8), (21, 13 ), (179))
((19, 8), (21, 14 ), (232))
((19, 8), (21, 15 ), (125))
((19, 8), (21, 16 ), (128))
((19, 8), (21, 17 ), (112))
((19, 8), (21, 18 ), (108))
((19, 8), (21, 19 ), (106))
((19, 8), (21, 2 ), (406))
((19, 8), (21, 20 ), (106))
((19, 8), (21, 22 ), (68))
((19, 8), (21, 23 ), (8))
((19, 8), (21, 24 ), (19))
((19, 8), (21, 25 ), (19))
((19, 8), (21, 26 ), (13))
((19, 8), (21, 27 ), (42))
((19, 8), (21, 28 ), (53))
((19, 8), (21, 29 ), (52))
((19, 8), (21, 30 ), (57))
((19, 8), (21, 31 ), (68))
((19, 8), (21, 32 ), (85))
((19, 8), (21, 33 ), (89))
((19, 8), (21, 34 ), (101))
((19, 8), (21, 35 ), (127))
((19, 8), (21, 36 ), (131))
((19, 8), (21, 37 ), (174))
((19, 8), (21, 38 ), (321))
((19, 8), (21, 39 ), (298))
((19, 8), (21, 5 ), (366))
((19, 8), (21, 7 ), (340))
((2, 1), (12, 12), (273))
((2, 1), (12, 13), (296))
((2, 1), (12, 14), (338))
((2, 1), (12, 15), (354))
((2, 1), (12, 17), (373))
((2, 1), (12, 18), (424))
((2, 1), (12, 19), (459))
((2, 1), (12, 20), (512))
((2, 1), (12, 21), (529))
((2, 1), (12, 22), (544))
((2, 1), (12, 23), (594))
((2, 1), (12, 25), (637))
((2, 1), (12, 26), (648))
((2, 1), (12, 6), (102))
((2, 1), (12, 7), (126))
((2, 1), (12, 8), (127))
((2, 1), (12, 9), (186))
((2, 1), (13, 10), (229))
((2, 1), (13, 11), (168))
((2, 1), (13, 13), (192))
((2, 1), (13, 14), (192))
((2, 1), (13, 15), (203))
((2, 1), (13, 16), (217))
((2, 1), (13, 17), (332))
((2, 1), (13, 18), (343))
((2, 1), (13, 19), (377))
((2, 1), (13, 2), (36))
((2, 1), (13, 20), (451))
((2, 1), (13, 21), (466))
((2, 1), (13, 22), (505))
((2, 1), (13, 23), (522))
((2, 1), (13, 24), (513))
((2, 1), (13, 25), (534))
((2, 1), (13, 26), (535))
((2, 1), (13, 27), (594))
((2, 1), (13, 28), (608))
((2, 1), (13, 29), (608))
((2, 1), (13, 3), (74))
((2, 1), (13, 30), (618))
((2, 1), (13, 31), (620))
((2, 1), (13, 32), (654))
((2, 1), (13, 33), (642))
((2, 1), (13, 34), (643))
((2, 1), (13, 35), (655))
((2, 1), (13, 4), (76))
((2, 1), (13, 5), (82))
((2, 1), (13, 6), (98))
((2, 1), (13, 7), (98))
((2, 1), (13, 8), (102))
((2, 1), (13, 9), (144))
((2, 1), (22, 1), (127))
((2, 1), (22, 10), (379))
((2, 1), (22, 11), (424))
((2, 1), (22, 12), (501))
((2, 1), (22, 13), (521))
((2, 1), (22, 14), (531))
((2, 1), (22, 15), (603))
((2, 1), (22, 16), (612))
((2, 1), (22, 17), (615))
((2, 1), (22, 2), (147))
((2, 1), (22, 3), (155))
((2, 1), (22, 4), (263))
((2, 1), (22, 5), (280))
((2, 1), (22, 6), (282))
((2, 1), (22, 7), (289))
((2, 1), (22, 8), (288))
((2, 1), (22, 9), (298))
((2, 11), (12, 12), (257))
((2, 11), (12, 13), (280))
((2, 11), (12, 14), (322))
((2, 11), (12, 15), (338))
((2, 11), (12, 17), (357))
((2, 11), (12, 18), (408))
((2, 11), (12, 19), (443))
((2, 11), (12, 20), (496))
((2, 11), (12, 21), (513))
((2, 11), (12, 22), (528))
((2, 11), (12, 23), (578))
((2, 11), (12, 25), (621))
((2, 11), (12, 26), (632))
((2, 11), (12, 6), (86))
((2, 11), (12, 7), (110))
((2, 11), (12, 8), (111))
((2, 11), (12, 9), (170))
((2, 11), (13, 10), (213))
((2, 11), (13, 11), (152))
((2, 11), (13, 13), (176))
((2, 11), (13, 14), (176))
((2, 11), (13, 15), (187))
((2, 11), (13, 16), (201))
((2, 11), (13, 17), (316))
((2, 11), (13, 18), (327))
((2, 11), (13, 19), (361))
((2, 11), (13, 2), (20))
((2, 11), (13, 20), (435))
((2, 11), (13, 21), (450))
((2, 11), (13, 22), (489))
((2, 11), (13, 23), (506))
((2, 11), (13, 24), (497))
((2, 11), (13, 25), (518))
((2, 11), (13, 26), (519))
((2, 11), (13, 27), (578))
((2, 11), (13, 28), (592))
((2, 11), (13, 29), (592))
((2, 11), (13, 3), (58))
((2, 11), (13, 30), (602))
((2, 11), (13, 31), (604))
((2, 11), (13, 32), (638))
((2, 11), (13, 33), (626))
((2, 11), (13, 34), (627))
((2, 11), (13, 35), (639))
((2, 11), (13, 4), (60))
((2, 11), (13, 5), (66))
((2, 11), (13, 6), (82))
((2, 11), (13, 7), (82))
((2, 11), (13, 8), (86))
((2, 11), (13, 9), (128))
((2, 11), (22, 1), (111))
((2, 11), (22, 10), (363))
((2, 11), (22, 11), (408))
((2, 11), (22, 12), (485))
((2, 11), (22, 13), (505))
((2, 11), (22, 14), (515))
((2, 11), (22, 15), (587))
((2, 11), (22, 16), (596))
((2, 11), (22, 17), (599))
((2, 11), (22, 2), (131))
((2, 11), (22, 3), (139))
((2, 11), (22, 4), (247))
((2, 11), (22, 5), (264))
((2, 11), (22, 6), (266))
((2, 11), (22, 7), (273))
((2, 11), (22, 8), (272))
((2, 11), (22, 9), (282))
((2, 19), (12, 12), (225))
((2, 19), (12, 13), (248))
((2, 19), (12, 14), (290))
((2, 19), (12, 15), (306))
((2, 19), (12, 17), (325))
((2, 19), (12, 18), (376))
((2, 19), (12, 19), (411))
((2, 19), (12, 20), (464))
((2, 19), (12, 21), (481))
((2, 19), (12, 22), (496))
((2, 19), (12, 23), (546))
((2, 19), (12, 25), (589))
((2, 19), (12, 26), (600))
((2, 19), (12, 6), (54))
((2, 19), (12, 7), (78))
((2, 19), (12, 8), (79))
((2, 19), (12, 9), (138))
((2, 19), (13, 10), (181))
((2, 19), (13, 11), (120))
((2, 19), (13, 13), (144))
((2, 19), (13, 14), (144))
((2, 19), (13, 15), (155))
((2, 19), (13, 16), (169))
((2, 19), (13, 17), (284))
((2, 19), (13, 18), (295))
((2, 19), (13, 19), (329))
((2, 19), (13, 2), (12))
((2, 19), (13, 20), (403))
((2, 19), (13, 21), (418))
((2, 19), (13, 22), (457))
((2, 19), (13, 23), (474))
((2, 19), (13, 24), (465))
((2, 19), (13, 25), (486))
((2, 19), (13, 26), (487))
((2, 19), (13, 27), (546))
((2, 19), (13, 28), (560))
((2, 19), (13, 29), (560))
((2, 19), (13, 3), (26))
((2, 19), (13, 30), (570))
((2, 19), (13, 31), (572))
((2, 19), (13, 32), (606))
((2, 19), (13, 33), (594))
((2, 19), (13, 34), (595))
((2, 19), (13, 35), (607))
((2, 19), (13, 4), (28))
((2, 19), (13, 5), (34))
((2, 19), (13, 6), (50))
((2, 19), (13, 7), (50))
((2, 19), (13, 8), (54))
((2, 19), (13, 9), (96))
((2, 19), (22, 1), (79))
((2, 19), (22, 10), (331))
((2, 19), (22, 11), (376))
((2, 19), (22, 12), (453))
((2, 19), (22, 13), (473))
((2, 19), (22, 14), (483))
((2, 19), (22, 15), (555))
((2, 19), (22, 16), (564))
((2, 19), (22, 17), (567))
((2, 19), (22, 2), (99))
((2, 19), (22, 3), (107))
((2, 19), (22, 4), (215))
((2, 19), (22, 5), (232))
((2, 19), (22, 6), (234))
((2, 19), (22, 7), (241))
((2, 19), (22, 8), (240))
((2, 19), (22, 9), (250))
((2, 2), (12, 12), (272))
((2, 2), (12, 13), (295))
((2, 2), (12, 14), (337))
((2, 2), (12, 15), (353))
((2, 2), (12, 17), (372))
((2, 2), (12, 18), (423))
((2, 2), (12, 19), (458))
((2, 2), (12, 20), (511))
((2, 2), (12, 21), (528))
((2, 2), (12, 22), (543))
((2, 2), (12, 23), (593))
((2, 2), (12, 25), (636))
((2, 2), (12, 26), (647))
((2, 2), (12, 6), (101))
((2, 2), (12, 7), (125))
((2, 2), (12, 8), (126))
((2, 2), (12, 9), (185))
((2, 2), (13, 10), (228))
((2, 2), (13, 11), (167))
((2, 2), (13, 13), (191))
((2, 2), (13, 14), (191))
((2, 2), (13, 15), (202))
((2, 2), (13, 16), (216))
((2, 2), (13, 17), (331))
((2, 2), (13, 18), (342))
((2, 2), (13, 19), (376))
((2, 2), (13, 2), (35))
((2, 2), (13, 20), (450))
((2, 2), (13, 21), (465))
((2, 2), (13, 22), (504))
((2, 2), (13, 23), (521))
((2, 2), (13, 24), (512))
((2, 2), (13, 25), (533))
((2, 2), (13, 26), (534))
((2, 2), (13, 27), (593))
((2, 2), (13, 28), (607))
((2, 2), (13, 29), (607))
((2, 2), (13, 3), (73))
((2, 2), (13, 30), (617))
((2, 2), (13, 31), (619))
((2, 2), (13, 32), (653))
((2, 2), (13, 33), (641))
((2, 2), (13, 34), (642))
((2, 2), (13, 35), (654))
((2, 2), (13, 4), (75))
((2, 2), (13, 5), (81))
((2, 2), (13, 6), (97))
((2, 2), (13, 7), (97))
((2, 2), (13, 8), (101))
((2, 2), (13, 9), (143))
((2, 2), (22, 1), (126))
((2, 2), (22, 10), (378))
((2, 2), (22, 11), (423))
((2, 2), (22, 12), (500))
((2, 2), (22, 13), (520))
((2, 2), (22, 14), (530))
((2, 2), (22, 15), (602))
((2, 2), (22, 16), (611))
((2, 2), (22, 17), (614))
((2, 2), (22, 2), (146))
((2, 2), (22, 3), (154))
((2, 2), (22, 4), (262))
((2, 2), (22, 5), (279))
((2, 2), (22, 6), (281))
((2, 2), (22, 7), (288))
((2, 2), (22, 8), (287))
((2, 2), (22, 9), (297))
((2, 20), (12, 12), (226))
((2, 20), (12, 13), (249))
((2, 20), (12, 14), (291))
((2, 20), (12, 15), (307))
((2, 20), (12, 17), (326))
((2, 20), (12, 18), (377))
((2, 20), (12, 19), (412))
((2, 20), (12, 20), (465))
((2, 20), (12, 21), (482))
((2, 20), (12, 22), (497))
((2, 20), (12, 23), (547))
((2, 20), (12, 25), (590))
((2, 20), (12, 26), (601))
((2, 20), (12, 6), (55))
((2, 20), (12, 7), (79))
((2, 20), (12, 8), (80))
((2, 20), (12, 9), (139))
((2, 20), (13, 10), (182))
((2, 20), (13, 11), (121))
((2, 20), (13, 13), (145))
((2, 20), (13, 14), (145))
((2, 20), (13, 15), (156))
((2, 20), (13, 16), (170))
((2, 20), (13, 17), (285))
((2, 20), (13, 18), (296))
((2, 20), (13, 19), (330))
((2, 20), (13, 2), (11))
((2, 20), (13, 20), (404))
((2, 20), (13, 21), (419))
((2, 20), (13, 22), (458))
((2, 20), (13, 23), (475))
((2, 20), (13, 24), (466))
((2, 20), (13, 25), (487))
((2, 20), (13, 26), (488))
((2, 20), (13, 27), (547))
((2, 20), (13, 28), (561))
((2, 20), (13, 29), (561))
((2, 20), (13, 3), (27))
((2, 20), (13, 30), (571))
((2, 20), (13, 31), (573))
((2, 20), (13, 32), (607))
((2, 20), (13, 33), (595))
((2, 20), (13, 34), (596))
((2, 20), (13, 35), (608))
((2, 20), (13, 4), (29))
((2, 20), (13, 5), (35))
((2, 20), (13, 6), (51))
((2, 20), (13, 7), (51))
((2, 20), (13, 8), (55))
((2, 20), (13, 9), (97))
((2, 20), (22, 1), (80))
((2, 20), (22, 10), (332))
((2, 20), (22, 11), (377))
((2, 20), (22, 12), (454))
((2, 20), (22, 13), (474))
((2, 20), (22, 14), (484))
((2, 20), (22, 15), (556))
((2, 20), (22, 16), (565))
((2, 20), (22, 17), (568))
((2, 20), (22, 2), (100))
((2, 20), (22, 3), (108))
((2, 20), (22, 4), (216))
((2, 20), (22, 5), (233))
((2, 20), (22, 6), (235))
((2, 20), (22, 7), (242))
((2, 20), (22, 8), (241))
((2, 20), (22, 9), (251))
((2, 24), (12, 12), (214))
((2, 24), (12, 13), (237))
((2, 24), (12, 14), (279))
((2, 24), (12, 15), (295))
((2, 24), (12, 17), (314))
((2, 24), (12, 18), (365))
((2, 24), (12, 19), (400))
((2, 24), (12, 20), (453))
((2, 24), (12, 21), (470))
((2, 24), (12, 22), (485))
((2, 24), (12, 23), (535))
((2, 24), (12, 25), (578))
((2, 24), (12, 26), (589))
((2, 24), (12, 6), (43))
((2, 24), (12, 7), (67))
((2, 24), (12, 8), (68))
((2, 24), (12, 9), (127))
((2, 24), (13, 10), (170))
((2, 24), (13, 11), (109))
((2, 24), (13, 13), (133))
((2, 24), (13, 14), (133))
((2, 24), (13, 15), (144))
((2, 24), (13, 16), (158))
((2, 24), (13, 17), (273))
((2, 24), (13, 18), (284))
((2, 24), (13, 19), (318))
((2, 24), (13, 2), (23))
((2, 24), (13, 20), (392))
((2, 24), (13, 21), (407))
((2, 24), (13, 22), (446))
((2, 24), (13, 23), (463))
((2, 24), (13, 24), (454))
((2, 24), (13, 25), (475))
((2, 24), (13, 26), (476))
((2, 24), (13, 27), (535))
((2, 24), (13, 28), (549))
((2, 24), (13, 29), (549))
((2, 24), (13, 3), (15))
((2, 24), (13, 30), (559))
((2, 24), (13, 31), (561))
((2, 24), (13, 32), (595))
((2, 24), (13, 33), (583))
((2, 24), (13, 34), (584))
((2, 24), (13, 35), (596))
((2, 24), (13, 4), (17))
((2, 24), (13, 5), (23))
((2, 24), (13, 6), (39))
((2, 24), (13, 7), (39))
((2, 24), (13, 8), (43))
((2, 24), (13, 9), (85))
((2, 24), (22, 1), (68))
((2, 24), (22, 10), (320))
((2, 24), (22, 11), (365))
((2, 24), (22, 12), (442))
((2, 24), (22, 13), (462))
((2, 24), (22, 14), (472))
((2, 24), (22, 15), (544))
((2, 24), (22, 16), (553))
((2, 24), (22, 17), (556))
((2, 24), (22, 2), (88))
((2, 24), (22, 3), (96))
((2, 24), (22, 4), (204))
((2, 24), (22, 5), (221))
((2, 24), (22, 6), (223))
((2, 24), (22, 7), (230))
((2, 24), (22, 8), (229))
((2, 24), (22, 9), (239))
((2, 26), (12, 12), (212))
((2, 26), (12, 13), (235))
((2, 26), (12, 14), (277))
((2, 26), (12, 15), (293))
((2, 26), (12, 17), (312))
((2, 26), (12, 18), (363))
((2, 26), (12, 19), (398))
((2, 26), (12, 20), (451))
((2, 26), (12, 21), (468))
((2, 26), (12, 22), (483))
((2, 26), (12, 23), (533))
((2, 26), (12, 25), (576))
((2, 26), (12, 26), (587))
((2, 26), (12, 6), (41))
((2, 26), (12, 7), (65))
((2, 26), (12, 8), (66))
((2, 26), (12, 9), (125))
((2, 26), (13, 10), (168))
((2, 26), (13, 11), (107))
((2, 26), (13, 13), (131))
((2, 26), (13, 14), (131))
