Time differences of all IDs

data structure: (cam 1, id 1), (cam 2, id 2), (time diff)
((14, 25), (18, 9 ), (205))
((14, 26), (15, 11 ), (104))
((14, 26), (15, 12 ), (156))
((14, 26), (15, 14 ), (168))
((14, 26), (15, 15 ), (197))
((14, 26), (15, 2 ), (267))
((14, 26), (15, 4 ), (47))
((14, 26), (15, 5 ), (34))
((14, 26), (15, 6 ), (19))
((14, 26), (15, 7 ), (27))
((14, 26), (15, 8 ), (76))
((14, 26), (15, 9 ), (88))
((14, 26), (17, 12 ), (127))
((14, 26), (17, 14 ), (106))
((14, 26), (17, 16 ), (33))
((14, 26), (17, 17 ), (80))
((14, 26), (17, 18 ), (124))
((14, 26), (17, 19 ), (126))
((14, 26), (17, 2 ), (318))
((14, 26), (17, 20 ), (124))
((14, 26), (17, 21 ), (126))
((14, 26), (17, 3 ), (319))
((14, 26), (17, 4 ), (445))
((14, 26), (17, 5 ), (382))
((14, 26), (17, 8 ), (205))
((14, 26), (18, 1 ), (378))
((14, 26), (18, 2 ), (372))
((14, 26), (18, 3 ), (357))
((14, 26), (18, 4 ), (214))
((14, 26), (18, 5 ), (183))
((14, 26), (18, 7 ), (33))
((14, 26), (18, 8 ), (151))
((14, 26), (18, 9 ), (192))
((14, 29), (15, 11 ), (86))
((14, 29), (15, 12 ), (138))
((14, 29), (15, 14 ), (150))
((14, 29), (15, 15 ), (179))
((14, 29), (15, 2 ), (285))
((14, 29), (15, 4 ), (65))
((14, 29), (15, 5 ), (52))
((14, 29), (15, 6 ), (1))
((14, 29), (15, 7 ), (9))
((14, 29), (15, 8 ), (58))
((14, 29), (15, 9 ), (70))
((14, 29), (17, 12 ), (145))
((14, 29), (17, 14 ), (124))
((14, 29), (17, 16 ), (15))
((14, 29), (17, 17 ), (62))
((14, 29), (17, 18 ), (106))
((14, 29), (17, 19 ), (108))
((14, 29), (17, 2 ), (336))
((14, 29), (17, 20 ), (106))
((14, 29), (17, 21 ), (108))
((14, 29), (17, 3 ), (337))
((14, 29), (17, 4 ), (463))
((14, 29), (17, 5 ), (400))
((14, 29), (17, 8 ), (223))
((14, 29), (18, 1 ), (396))
((14, 29), (18, 2 ), (390))
((14, 29), (18, 3 ), (375))
((14, 29), (18, 4 ), (232))
((14, 29), (18, 5 ), (201))
((14, 29), (18, 7 ), (51))
((14, 29), (18, 8 ), (133))
((14, 29), (18, 9 ), (174))
((14, 3), (15, 11 ), (391))
((14, 3), (15, 12 ), (443))
((14, 3), (15, 14 ), (455))
((14, 3), (15, 15 ), (484))
((14, 3), (15, 2 ), (20))
((14, 3), (15, 4 ), (240))
((14, 3), (15, 5 ), (253))
((14, 3), (15, 6 ), (306))
((14, 3), (15, 7 ), (314))
((14, 3), (15, 8 ), (363))
((14, 3), (15, 9 ), (375))
((14, 3), (17, 12 ), (160))
((14, 3), (17, 14 ), (181))
((14, 3), (17, 16 ), (320))
((14, 3), (17, 17 ), (367))
((14, 3), (17, 18 ), (411))
((14, 3), (17, 19 ), (413))
((14, 3), (17, 2 ), (31))
((14, 3), (17, 20 ), (411))
((14, 3), (17, 21 ), (413))
((14, 3), (17, 3 ), (32))
((14, 3), (17, 4 ), (158))
((14, 3), (17, 5 ), (95))
((14, 3), (17, 8 ), (82))
((14, 3), (18, 1 ), (91))
((14, 3), (18, 2 ), (85))
((14, 3), (18, 3 ), (70))
((14, 3), (18, 4 ), (73))
((14, 3), (18, 5 ), (104))
((14, 3), (18, 7 ), (254))
((14, 3), (18, 8 ), (438))
((14, 3), (18, 9 ), (479))
((14, 31), (15, 11 ), (49))
((14, 31), (15, 12 ), (101))
((14, 31), (15, 14 ), (113))
((14, 31), (15, 15 ), (142))
((14, 31), (15, 2 ), (322))
((14, 31), (15, 4 ), (102))
((14, 31), (15, 5 ), (89))
((14, 31), (15, 6 ), (36))
((14, 31), (15, 7 ), (28))
((14, 31), (15, 8 ), (21))
((14, 31), (15, 9 ), (33))
((14, 31), (17, 12 ), (182))
((14, 31), (17, 14 ), (161))
((14, 31), (17, 16 ), (22))
((14, 31), (17, 17 ), (25))
((14, 31), (17, 18 ), (69))
((14, 31), (17, 19 ), (71))
((14, 31), (17, 2 ), (373))
((14, 31), (17, 20 ), (69))
((14, 31), (17, 21 ), (71))
((14, 31), (17, 3 ), (374))
((14, 31), (17, 4 ), (500))
((14, 31), (17, 5 ), (437))
((14, 31), (17, 8 ), (260))
((14, 31), (18, 1 ), (433))
((14, 31), (18, 2 ), (427))
((14, 31), (18, 3 ), (412))
((14, 31), (18, 4 ), (269))
((14, 31), (18, 5 ), (238))
((14, 31), (18, 7 ), (88))
((14, 31), (18, 8 ), (96))
((14, 31), (18, 9 ), (137))
((14, 32), (15, 11 ), (42))
((14, 32), (15, 12 ), (94))
((14, 32), (15, 14 ), (106))
((14, 32), (15, 15 ), (135))
((14, 32), (15, 2 ), (329))
((14, 32), (15, 4 ), (109))
((14, 32), (15, 5 ), (96))
((14, 32), (15, 6 ), (43))
((14, 32), (15, 7 ), (35))
((14, 32), (15, 8 ), (14))
((14, 32), (15, 9 ), (26))
((14, 32), (17, 12 ), (189))
((14, 32), (17, 14 ), (168))
((14, 32), (17, 16 ), (29))
((14, 32), (17, 17 ), (18))
((14, 32), (17, 18 ), (62))
((14, 32), (17, 19 ), (64))
((14, 32), (17, 2 ), (380))
((14, 32), (17, 20 ), (62))
((14, 32), (17, 21 ), (64))
((14, 32), (17, 3 ), (381))
((14, 32), (17, 4 ), (507))
((14, 32), (17, 5 ), (444))
((14, 32), (17, 8 ), (267))
((14, 32), (18, 1 ), (440))
((14, 32), (18, 2 ), (434))
((14, 32), (18, 3 ), (419))
((14, 32), (18, 4 ), (276))
((14, 32), (18, 5 ), (245))
((14, 32), (18, 7 ), (95))
((14, 32), (18, 8 ), (89))
((14, 32), (18, 9 ), (130))
((14, 33), (15, 11 ), (27))
((14, 33), (15, 12 ), (79))
((14, 33), (15, 14 ), (91))
((14, 33), (15, 15 ), (120))
((14, 33), (15, 2 ), (344))
((14, 33), (15, 4 ), (124))
((14, 33), (15, 5 ), (111))
((14, 33), (15, 6 ), (58))
((14, 33), (15, 7 ), (50))
((14, 33), (15, 8 ), (1))
((14, 33), (15, 9 ), (11))
((14, 33), (17, 12 ), (204))
((14, 33), (17, 14 ), (183))
((14, 33), (17, 16 ), (44))
((14, 33), (17, 17 ), (3))
((14, 33), (17, 18 ), (47))
((14, 33), (17, 19 ), (49))
((14, 33), (17, 2 ), (395))
((14, 33), (17, 20 ), (47))
((14, 33), (17, 21 ), (49))
((14, 33), (17, 3 ), (396))
((14, 33), (17, 4 ), (522))
((14, 33), (17, 5 ), (459))
((14, 33), (17, 8 ), (282))
((14, 33), (18, 1 ), (455))
((14, 33), (18, 2 ), (449))
((14, 33), (18, 3 ), (434))
((14, 33), (18, 4 ), (291))
((14, 33), (18, 5 ), (260))
((14, 33), (18, 7 ), (110))
((14, 33), (18, 8 ), (74))
((14, 33), (18, 9 ), (115))
((14, 38), (15, 11 ), (30))
((14, 38), (15, 12 ), (22))
((14, 38), (15, 14 ), (34))
((14, 38), (15, 15 ), (63))
((14, 38), (15, 2 ), (401))
((14, 38), (15, 4 ), (181))
((14, 38), (15, 5 ), (168))
((14, 38), (15, 6 ), (115))
((14, 38), (15, 7 ), (107))
((14, 38), (15, 8 ), (58))
((14, 38), (15, 9 ), (46))
((14, 38), (17, 12 ), (261))
((14, 38), (17, 14 ), (240))
((14, 38), (17, 16 ), (101))
((14, 38), (17, 17 ), (54))
((14, 38), (17, 18 ), (10))
((14, 38), (17, 19 ), (8))
((14, 38), (17, 2 ), (452))
((14, 38), (17, 20 ), (10))
((14, 38), (17, 21 ), (8))
((14, 38), (17, 3 ), (453))
((14, 38), (17, 4 ), (579))
((14, 38), (17, 5 ), (516))
((14, 38), (17, 8 ), (339))
((14, 38), (18, 1 ), (512))
((14, 38), (18, 2 ), (506))
((14, 38), (18, 3 ), (491))
((14, 38), (18, 4 ), (348))
((14, 38), (18, 5 ), (317))
((14, 38), (18, 7 ), (167))
((14, 38), (18, 8 ), (17))
((14, 38), (18, 9 ), (58))
((14, 42), (15, 11 ), (38))
((14, 42), (15, 12 ), (14))
((14, 42), (15, 14 ), (26))
((14, 42), (15, 15 ), (55))
((14, 42), (15, 2 ), (409))
((14, 42), (15, 4 ), (189))
((14, 42), (15, 5 ), (176))
((14, 42), (15, 6 ), (123))
((14, 42), (15, 7 ), (115))
((14, 42), (15, 8 ), (66))
((14, 42), (15, 9 ), (54))
((14, 42), (17, 12 ), (269))
((14, 42), (17, 14 ), (248))
((14, 42), (17, 16 ), (109))
((14, 42), (17, 17 ), (62))
((14, 42), (17, 18 ), (18))
((14, 42), (17, 19 ), (16))
((14, 42), (17, 2 ), (460))
((14, 42), (17, 20 ), (18))
((14, 42), (17, 21 ), (16))
((14, 42), (17, 3 ), (461))
((14, 42), (17, 4 ), (587))
((14, 42), (17, 5 ), (524))
((14, 42), (17, 8 ), (347))
((14, 42), (18, 1 ), (520))
((14, 42), (18, 2 ), (514))
((14, 42), (18, 3 ), (499))
((14, 42), (18, 4 ), (356))
((14, 42), (18, 5 ), (325))
((14, 42), (18, 7 ), (175))
((14, 42), (18, 8 ), (9))
((14, 42), (18, 9 ), (50))
((14, 46), (15, 11 ), (55))
((14, 46), (15, 12 ), (3))
((14, 46), (15, 14 ), (9))
((14, 46), (15, 15 ), (38))
((14, 46), (15, 2 ), (426))
((14, 46), (15, 4 ), (206))
((14, 46), (15, 5 ), (193))
((14, 46), (15, 6 ), (140))
((14, 46), (15, 7 ), (132))
((14, 46), (15, 8 ), (83))
((14, 46), (15, 9 ), (71))
((14, 46), (17, 12 ), (286))
((14, 46), (17, 14 ), (265))
((14, 46), (17, 16 ), (126))
((14, 46), (17, 17 ), (79))
((14, 46), (17, 18 ), (35))
((14, 46), (17, 19 ), (33))
((14, 46), (17, 2 ), (477))
((14, 46), (17, 20 ), (35))
((14, 46), (17, 21 ), (33))
((14, 46), (17, 3 ), (478))
((14, 46), (17, 4 ), (604))
((14, 46), (17, 5 ), (541))
((14, 46), (17, 8 ), (364))
((14, 46), (18, 1 ), (537))
((14, 46), (18, 2 ), (531))
((14, 46), (18, 3 ), (516))
((14, 46), (18, 4 ), (373))
((14, 46), (18, 5 ), (342))
((14, 46), (18, 7 ), (192))
((14, 46), (18, 8 ), (8))
((14, 46), (18, 9 ), (33))
((14, 47), (15, 11 ), (66))
((14, 47), (15, 12 ), (14))
((14, 47), (15, 14 ), (2))
((14, 47), (15, 15 ), (27))
((14, 47), (15, 2 ), (437))
((14, 47), (15, 4 ), (217))
((14, 47), (15, 5 ), (204))
((14, 47), (15, 6 ), (151))
((14, 47), (15, 7 ), (143))
((14, 47), (15, 8 ), (94))
((14, 47), (15, 9 ), (82))
((14, 47), (17, 12 ), (297))
((14, 47), (17, 14 ), (276))
((14, 47), (17, 16 ), (137))
((14, 47), (17, 17 ), (90))
((14, 47), (17, 18 ), (46))
((14, 47), (17, 19 ), (44))
((14, 47), (17, 2 ), (488))
((14, 47), (17, 20 ), (46))
((14, 47), (17, 21 ), (44))
((14, 47), (17, 3 ), (489))
((14, 47), (17, 4 ), (615))
((14, 47), (17, 5 ), (552))
((14, 47), (17, 8 ), (375))
((14, 47), (18, 1 ), (548))
((14, 47), (18, 2 ), (542))
((14, 47), (18, 3 ), (527))
((14, 47), (18, 4 ), (384))
((14, 47), (18, 5 ), (353))
((14, 47), (18, 7 ), (203))
((14, 47), (18, 8 ), (19))
((14, 47), (18, 9 ), (22))
((14, 49), (15, 11 ), (83))
((14, 49), (15, 12 ), (31))
((14, 49), (15, 14 ), (19))
((14, 49), (15, 15 ), (10))
((14, 49), (15, 2 ), (454))
((14, 49), (15, 4 ), (234))
((14, 49), (15, 5 ), (221))
((14, 49), (15, 6 ), (168))
((14, 49), (15, 7 ), (160))
((14, 49), (15, 8 ), (111))
((14, 49), (15, 9 ), (99))
((14, 49), (17, 12 ), (314))
((14, 49), (17, 14 ), (293))
((14, 49), (17, 16 ), (154))
((14, 49), (17, 17 ), (107))
((14, 49), (17, 18 ), (63))
((14, 49), (17, 19 ), (61))
((14, 49), (17, 2 ), (505))
((14, 49), (17, 20 ), (63))
((14, 49), (17, 21 ), (61))
((14, 49), (17, 3 ), (506))
((14, 49), (17, 4 ), (632))
((14, 49), (17, 5 ), (569))
((14, 49), (17, 8 ), (392))
((14, 49), (18, 1 ), (565))
((14, 49), (18, 2 ), (559))
((14, 49), (18, 3 ), (544))
((14, 49), (18, 4 ), (401))
((14, 49), (18, 5 ), (370))
((14, 49), (18, 7 ), (220))
((14, 49), (18, 8 ), (36))
((14, 49), (18, 9 ), (5))
((14, 9), (15, 11 ), (392))
((14, 9), (15, 12 ), (444))
((14, 9), (15, 14 ), (456))
((14, 9), (15, 15 ), (485))
((14, 9), (15, 2 ), (21))
((14, 9), (15, 4 ), (241))
((14, 9), (15, 5 ), (254))
((14, 9), (15, 6 ), (307))
((14, 9), (15, 7 ), (315))
((14, 9), (15, 8 ), (364))
((14, 9), (15, 9 ), (376))
((14, 9), (17, 12 ), (161))
((14, 9), (17, 14 ), (182))
((14, 9), (17, 16 ), (321))
((14, 9), (17, 17 ), (368))
((14, 9), (17, 18 ), (412))
((14, 9), (17, 19 ), (414))
((14, 9), (17, 2 ), (30))
((14, 9), (17, 20 ), (412))
((14, 9), (17, 21 ), (414))
((14, 9), (17, 3 ), (31))
((14, 9), (17, 4 ), (157))
((14, 9), (17, 5 ), (94))
((14, 9), (17, 8 ), (83))
((14, 9), (18, 1 ), (90))
((14, 9), (18, 2 ), (84))
((14, 9), (18, 3 ), (69))
((14, 9), (18, 4 ), (74))
((14, 9), (18, 5 ), (105))
((14, 9), (18, 7 ), (255))
((14, 9), (18, 8 ), (439))
((14, 9), (18, 9 ), (480))
((17, 12), (18, 1 ), (251))
((17, 12), (18, 2 ), (245))
((17, 12), (18, 3 ), (230))
((17, 12), (18, 4 ), (87))
((17, 12), (18, 5 ), (56))
((17, 12), (18, 7 ), (94))
((17, 12), (18, 8 ), (278))
((17, 12), (18, 9 ), (319))
((17, 12), (19, 1 ), (255))
((17, 12), (19, 4 ), (62))
((17, 12), (19, 5 ), (9))
((17, 12), (19, 6 ), (120))
((17, 12), (19, 7 ), (151))
((17, 12), (19, 8 ), (166))
((17, 12), (20, 1 ), (257))
((17, 12), (20, 10 ), (32))
((17, 12), (20, 11 ), (124))
((17, 12), (20, 12 ), (204))
((17, 12), (20, 13 ), (204))
((17, 12), (20, 14 ), (204))
((17, 12), (20, 15 ), (214))
((17, 12), (20, 16 ), (237))
((17, 12), (20, 17 ), (242))
((17, 12), (20, 18 ), (313))
((17, 12), (20, 19 ), (270))
((17, 12), (20, 2 ), (229))
((17, 12), (20, 20 ), (272))
((17, 12), (20, 3 ), (203))
((17, 12), (20, 4 ), (115))
((17, 12), (20, 5 ), (86))
((17, 12), (20, 6 ), (57))
((17, 12), (20, 8 ), (31))
((17, 12), (20, 9 ), (32))
((17, 14), (18, 1 ), (272))
((17, 14), (18, 2 ), (266))
((17, 14), (18, 3 ), (251))
((17, 14), (18, 4 ), (108))
((17, 14), (18, 5 ), (77))
((17, 14), (18, 7 ), (73))
((17, 14), (18, 8 ), (257))
((17, 14), (18, 9 ), (298))
((17, 14), (19, 1 ), (276))
((17, 14), (19, 4 ), (83))
((17, 14), (19, 5 ), (12))
((17, 14), (19, 6 ), (99))
((17, 14), (19, 7 ), (130))
((17, 14), (19, 8 ), (145))
((17, 14), (20, 1 ), (278))
((17, 14), (20, 10 ), (11))
((17, 14), (20, 11 ), (103))
((17, 14), (20, 12 ), (183))
((17, 14), (20, 13 ), (183))
((17, 14), (20, 14 ), (183))
((17, 14), (20, 15 ), (193))
((17, 14), (20, 16 ), (216))
((17, 14), (20, 17 ), (221))
((17, 14), (20, 18 ), (292))
((17, 14), (20, 19 ), (249))
((17, 14), (20, 2 ), (250))
((17, 14), (20, 20 ), (251))
((17, 14), (20, 3 ), (224))
((17, 14), (20, 4 ), (136))
((17, 14), (20, 5 ), (107))
((17, 14), (20, 6 ), (78))
((17, 14), (20, 8 ), (10))
((17, 14), (20, 9 ), (11))
((17, 16), (18, 1 ), (411))
((17, 16), (18, 2 ), (405))
((17, 16), (18, 3 ), (390))
((17, 16), (18, 4 ), (247))
((17, 16), (18, 5 ), (216))
((17, 16), (18, 7 ), (66))
((17, 16), (18, 8 ), (118))
((17, 16), (18, 9 ), (159))
((17, 16), (19, 1 ), (415))
((17, 16), (19, 4 ), (222))
((17, 16), (19, 5 ), (151))
((17, 16), (19, 6 ), (40))
((17, 16), (19, 7 ), (9))
((17, 16), (19, 8 ), (6))
((17, 16), (20, 1 ), (417))
((17, 16), (20, 10 ), (128))
((17, 16), (20, 11 ), (36))
((17, 16), (20, 12 ), (44))
((17, 16), (20, 13 ), (44))
((17, 16), (20, 14 ), (44))
((17, 16), (20, 15 ), (54))
((17, 16), (20, 16 ), (77))
((17, 16), (20, 17 ), (82))
((17, 16), (20, 18 ), (153))
((17, 16), (20, 19 ), (110))
((17, 16), (20, 2 ), (389))
((17, 16), (20, 20 ), (112))
((17, 16), (20, 3 ), (363))
((17, 16), (20, 4 ), (275))
((17, 16), (20, 5 ), (246))
((17, 16), (20, 6 ), (217))
((17, 16), (20, 8 ), (129))
((17, 16), (20, 9 ), (128))
((17, 17), (18, 1 ), (458))
((17, 17), (18, 2 ), (452))
((17, 17), (18, 3 ), (437))
((17, 17), (18, 4 ), (294))
((17, 17), (18, 5 ), (263))
((17, 17), (18, 7 ), (113))
((17, 17), (18, 8 ), (71))
((17, 17), (18, 9 ), (112))
((17, 17), (19, 1 ), (462))
((17, 17), (19, 4 ), (269))
((17, 17), (19, 5 ), (198))
((17, 17), (19, 6 ), (87))
((17, 17), (19, 7 ), (56))
((17, 17), (19, 8 ), (41))
((17, 17), (20, 1 ), (464))
((17, 17), (20, 10 ), (175))
((17, 17), (20, 11 ), (83))
((17, 17), (20, 12 ), (3))
((17, 17), (20, 13 ), (3))
((17, 17), (20, 14 ), (3))
((17, 17), (20, 15 ), (7))
((17, 17), (20, 16 ), (30))
((17, 17), (20, 17 ), (35))
((17, 17), (20, 18 ), (106))
((17, 17), (20, 19 ), (63))
((17, 17), (20, 2 ), (436))
((17, 17), (20, 20 ), (65))
((17, 17), (20, 3 ), (410))
((17, 17), (20, 4 ), (322))
((17, 17), (20, 5 ), (293))
((17, 17), (20, 6 ), (264))
((17, 17), (20, 8 ), (176))
((17, 17), (20, 9 ), (175))
((17, 18), (18, 1 ), (502))
((17, 18), (18, 2 ), (496))
((17, 18), (18, 3 ), (481))
((17, 18), (18, 4 ), (338))
((17, 18), (18, 5 ), (307))
((17, 18), (18, 7 ), (157))
((17, 18), (18, 8 ), (27))
((17, 18), (18, 9 ), (68))
((17, 18), (19, 1 ), (506))
((17, 18), (19, 4 ), (313))
((17, 18), (19, 5 ), (242))
((17, 18), (19, 6 ), (131))
((17, 18), (19, 7 ), (100))
((17, 18), (19, 8 ), (85))
((17, 18), (20, 1 ), (508))
((17, 18), (20, 10 ), (219))
((17, 18), (20, 11 ), (127))
((17, 18), (20, 12 ), (47))
((17, 18), (20, 13 ), (47))
((17, 18), (20, 14 ), (47))
((17, 18), (20, 15 ), (37))
((17, 18), (20, 16 ), (14))
((17, 18), (20, 17 ), (9))
((17, 18), (20, 18 ), (62))
((17, 18), (20, 19 ), (19))
((17, 18), (20, 2 ), (480))
((17, 18), (20, 20 ), (21))
((17, 18), (20, 3 ), (454))
((17, 18), (20, 4 ), (366))
((17, 18), (20, 5 ), (337))
((17, 18), (20, 6 ), (308))
((17, 18), (20, 8 ), (220))
((17, 18), (20, 9 ), (219))
((17, 19), (18, 1 ), (504))
((17, 19), (18, 2 ), (498))
((17, 19), (18, 3 ), (483))
((17, 19), (18, 4 ), (340))
((17, 19), (18, 5 ), (309))
((17, 19), (18, 7 ), (159))
((17, 19), (18, 8 ), (25))
((17, 19), (18, 9 ), (66))
((17, 19), (19, 1 ), (508))
((17, 19), (19, 4 ), (315))
((17, 19), (19, 5 ), (244))
((17, 19), (19, 6 ), (133))
((17, 19), (19, 7 ), (102))
((17, 19), (19, 8 ), (87))
((17, 19), (20, 1 ), (510))
((17, 19), (20, 10 ), (221))
((17, 19), (20, 11 ), (129))
((17, 19), (20, 12 ), (49))
((17, 19), (20, 13 ), (49))
((17, 19), (20, 14 ), (49))
((17, 19), (20, 15 ), (39))
((17, 19), (20, 16 ), (16))
((17, 19), (20, 17 ), (11))
((17, 19), (20, 18 ), (60))
((17, 19), (20, 19 ), (17))
((17, 19), (20, 2 ), (482))
((17, 19), (20, 20 ), (19))
((17, 19), (20, 3 ), (456))
((17, 19), (20, 4 ), (368))
((17, 19), (20, 5 ), (339))
((17, 19), (20, 6 ), (310))
((17, 19), (20, 8 ), (222))
((17, 19), (20, 9 ), (221))
((17, 2), (18, 1 ), (60))
((17, 2), (18, 2 ), (54))
((17, 2), (18, 3 ), (39))
((17, 2), (18, 4 ), (104))
((17, 2), (18, 5 ), (135))
((17, 2), (18, 7 ), (285))
((17, 2), (18, 8 ), (469))
((17, 2), (18, 9 ), (510))
((17, 2), (19, 1 ), (64))
((17, 2), (19, 4 ), (129))
((17, 2), (19, 5 ), (200))
((17, 2), (19, 6 ), (311))
((17, 2), (19, 7 ), (342))
((17, 2), (19, 8 ), (357))
((17, 2), (20, 1 ), (66))
((17, 2), (20, 10 ), (223))
((17, 2), (20, 11 ), (315))
((17, 2), (20, 12 ), (395))
((17, 2), (20, 13 ), (395))
((17, 2), (20, 14 ), (395))
((17, 2), (20, 15 ), (405))
((17, 2), (20, 16 ), (428))
((17, 2), (20, 17 ), (433))
((17, 2), (20, 18 ), (504))
((17, 2), (20, 19 ), (461))
((17, 2), (20, 2 ), (38))
((17, 2), (20, 20 ), (463))
((17, 2), (20, 3 ), (12))
((17, 2), (20, 4 ), (76))
((17, 2), (20, 5 ), (105))
((17, 2), (20, 6 ), (134))
((17, 2), (20, 8 ), (222))
((17, 2), (20, 9 ), (223))
((17, 20), (18, 1 ), (502))
((17, 20), (18, 2 ), (496))
((17, 20), (18, 3 ), (481))
((17, 20), (18, 4 ), (338))
((17, 20), (18, 5 ), (307))
((17, 20), (18, 7 ), (157))
((17, 20), (18, 8 ), (27))
((17, 20), (18, 9 ), (68))
((17, 20), (19, 1 ), (506))
((17, 20), (19, 4 ), (313))
((17, 20), (19, 5 ), (242))
((17, 20), (19, 6 ), (131))
((17, 20), (19, 7 ), (100))
((17, 20), (19, 8 ), (85))
((17, 20), (20, 1 ), (508))
((17, 20), (20, 10 ), (219))
((17, 20), (20, 11 ), (127))
((17, 20), (20, 12 ), (47))
((17, 20), (20, 13 ), (47))
((17, 20), (20, 14 ), (47))
((17, 20), (20, 15 ), (37))
((17, 20), (20, 16 ), (14))
((17, 20), (20, 17 ), (9))
((17, 20), (20, 18 ), (62))
((17, 20), (20, 19 ), (19))
((17, 20), (20, 2 ), (480))
((17, 20), (20, 20 ), (21))
((17, 20), (20, 3 ), (454))
((17, 20), (20, 4 ), (366))
((17, 20), (20, 5 ), (337))
((17, 20), (20, 6 ), (308))
((17, 20), (20, 8 ), (220))
((17, 20), (20, 9 ), (219))
((17, 21), (18, 1 ), (504))
((17, 21), (18, 2 ), (498))
((17, 21), (18, 3 ), (483))
((17, 21), (18, 4 ), (340))
((17, 21), (18, 5 ), (309))
((17, 21), (18, 7 ), (159))
((17, 21), (18, 8 ), (25))
((17, 21), (18, 9 ), (66))
((17, 21), (19, 1 ), (508))
((17, 21), (19, 4 ), (315))
((17, 21), (19, 5 ), (244))
((17, 21), (19, 6 ), (133))
((17, 21), (19, 7 ), (102))
((17, 21), (19, 8 ), (87))
((17, 21), (20, 1 ), (510))
((17, 21), (20, 10 ), (221))
((17, 21), (20, 11 ), (129))
((17, 21), (20, 12 ), (49))
((17, 21), (20, 13 ), (49))
((17, 21), (20, 14 ), (49))
((17, 21), (20, 15 ), (39))
((17, 21), (20, 16 ), (16))
((17, 21), (20, 17 ), (11))
((17, 21), (20, 18 ), (60))
((17, 21), (20, 19 ), (17))
((17, 21), (20, 2 ), (482))
((17, 21), (20, 20 ), (19))
((17, 21), (20, 3 ), (456))
((17, 21), (20, 4 ), (368))
((17, 21), (20, 5 ), (339))
((17, 21), (20, 6 ), (310))
((17, 21), (20, 8 ), (222))
((17, 21), (20, 9 ), (221))
((17, 3), (18, 1 ), (59))
((17, 3), (18, 2 ), (53))
((17, 3), (18, 3 ), (38))
((17, 3), (18, 4 ), (105))
((17, 3), (18, 5 ), (136))
((17, 3), (18, 7 ), (286))
((17, 3), (18, 8 ), (470))
((17, 3), (18, 9 ), (511))
((17, 3), (19, 1 ), (63))
((17, 3), (19, 4 ), (130))
((17, 3), (19, 5 ), (201))
((17, 3), (19, 6 ), (312))
((17, 3), (19, 7 ), (343))
((17, 3), (19, 8 ), (358))
((17, 3), (20, 1 ), (65))
((17, 3), (20, 10 ), (224))
((17, 3), (20, 11 ), (316))
((17, 3), (20, 12 ), (396))
((17, 3), (20, 13 ), (396))
((17, 3), (20, 14 ), (396))
((17, 3), (20, 15 ), (406))
((17, 3), (20, 16 ), (429))
((17, 3), (20, 17 ), (434))
((17, 3), (20, 18 ), (505))
((17, 3), (20, 19 ), (462))
((17, 3), (20, 2 ), (37))
((17, 3), (20, 20 ), (464))
((17, 3), (20, 3 ), (11))
((17, 3), (20, 4 ), (77))
((17, 3), (20, 5 ), (106))
((17, 3), (20, 6 ), (135))
((17, 3), (20, 8 ), (223))
((17, 3), (20, 9 ), (224))
((17, 4), (18, 1 ), (67))
((17, 4), (18, 2 ), (73))
((17, 4), (18, 3 ), (88))
((17, 4), (18, 4 ), (231))
((17, 4), (18, 5 ), (262))
((17, 4), (18, 7 ), (412))
((17, 4), (18, 8 ), (596))
((17, 4), (18, 9 ), (637))
((17, 4), (19, 1 ), (63))
((17, 4), (19, 4 ), (256))
((17, 4), (19, 5 ), (327))
((17, 4), (19, 6 ), (438))
((17, 4), (19, 7 ), (469))
((17, 4), (19, 8 ), (484))
((17, 4), (20, 1 ), (61))
((17, 4), (20, 10 ), (350))
((17, 4), (20, 11 ), (442))
((17, 4), (20, 12 ), (522))
((17, 4), (20, 13 ), (522))
((17, 4), (20, 14 ), (522))
((17, 4), (20, 15 ), (532))
((17, 4), (20, 16 ), (555))
((17, 4), (20, 17 ), (560))
((17, 4), (20, 18 ), (631))
((17, 4), (20, 19 ), (588))
((17, 4), (20, 2 ), (89))
((17, 4), (20, 20 ), (590))
((17, 4), (20, 3 ), (115))
((17, 4), (20, 4 ), (203))
((17, 4), (20, 5 ), (232))
((17, 4), (20, 6 ), (261))
((17, 4), (20, 8 ), (349))
((17, 4), (20, 9 ), (350))
((17, 5), (18, 1 ), (4))
((17, 5), (18, 2 ), (10))
((17, 5), (18, 3 ), (25))
((17, 5), (18, 4 ), (168))
((17, 5), (18, 5 ), (199))
((17, 5), (18, 7 ), (349))
((17, 5), (18, 8 ), (533))
((17, 5), (18, 9 ), (574))
((17, 5), (19, 1 ), (574))
((17, 5), (19, 4 ), (193))
((17, 5), (19, 5 ), (264))
((17, 5), (19, 6 ), (375))
((17, 5), (19, 7 ), (406))
((17, 5), (19, 8 ), (421))
((17, 5), (20, 1 ), (2))
((17, 5), (20, 10 ), (287))
((17, 5), (20, 11 ), (379))
((17, 5), (20, 12 ), (459))
((17, 5), (20, 13 ), (459))
((17, 5), (20, 14 ), (459))
((17, 5), (20, 15 ), (469))
((17, 5), (20, 16 ), (492))
((17, 5), (20, 17 ), (497))
((17, 5), (20, 18 ), (568))
((17, 5), (20, 19 ), (525))
((17, 5), (20, 2 ), (26))
((17, 5), (20, 20 ), (527))
